ClassPriors	47	33	0.5875	0.4125
a	167	274	0.0144077301354	0.0203324428614
ab	4	0	0.000345095332586	0.0
able	3	8	0.000258821499439	0.000593647966756
abn	0	1	0.0	7.42059958445e-05
about	8	36	0.000690190665171	0.0026714158504
above	2	5	0.000172547666293	0.000371029979222
absent	1	0	8.62738331464e-05	0.0
absenteeism	0	1	0.0	7.42059958445e-05
absolute	0	1	0.0	7.42059958445e-05
absolutely	0	1	0.0	7.42059958445e-05
absorb	0	1	0.0	7.42059958445e-05
abuse	0	1	0.0	7.42059958445e-05
abused	0	1	0.0	7.42059958445e-05
acce	0	1	0.0	7.42059958445e-05
accelerate	0	1	0.0	7.42059958445e-05
accelerated	0	1	0.0	7.42059958445e-05
accept	0	3	0.0	0.000222617987533
acceptable	0	1	0.0	7.42059958445e-05
accepted	0	1	0.0	7.42059958445e-05
accepting	0	2	0.0	0.000148411991689
accepts	1	0	8.62738331464e-05	0.0
access	2	9	0.000172547666293	0.0006678539626
accomodate	4	0	0.000345095332586	0.0
accomodates	1	0	8.62738331464e-05	0.0
accompanied	1	0	8.62738331464e-05	0.0
according	1	1	8.62738331464e-05	7.42059958445e-05
account	16	13	0.00138038133034	0.000964677945978
accounting	4	0	0.000345095332586	0.0
accounts	0	1	0.0	7.42059958445e-05
accurate	1	0	8.62738331464e-05	0.0
aches	0	1	0.0	7.42059958445e-05
achieve	1	0	8.62738331464e-05	0.0
achieved	1	0	8.62738331464e-05	0.0
acid	0	1	0.0	7.42059958445e-05
acquire	1	0	8.62738331464e-05	0.0
acquisition	0	1	0.0	7.42059958445e-05
acrobaat	0	1	0.0	7.42059958445e-05
acrobat	0	1	0.0	7.42059958445e-05
across	5	4	0.000431369165732	0.000296823983378
act	0	3	0.0	0.000222617987533
action	0	1	0.0	7.42059958445e-05
activate	0	4	0.0	0.000296823983378
active	1	0	8.62738331464e-05	0.0
activists	1	0	8.62738331464e-05	0.0
activities	7	0	0.000603916832025	0.0
actor	0	1	0.0	7.42059958445e-05
actress	0	1	0.0	7.42059958445e-05
actual	0	3	0.0	0.000222617987533
actually	0	1	0.0	7.42059958445e-05
ad	0	20	0.0	0.00148411991689
adage	0	1	0.0	7.42059958445e-05
adapted	0	1	0.0	7.42059958445e-05
add	2	6	0.000172547666293	0.000445235975067
added	0	2	0.0	0.000148411991689
adding	0	2	0.0	0.000148411991689
addition	5	0	0.000431369165732	0.0
additional	11	0	0.00094901216461	0.0
additionally	1	1	8.62738331464e-05	7.42059958445e-05
address	1	18	8.62738331464e-05	0.0013357079252
addressed	1	0	8.62738331464e-05	0.0
addresses	1	2	8.62738331464e-05	0.000148411991689
addressing	1	0	8.62738331464e-05	0.0
addtional	1	0	8.62738331464e-05	0.0
adhesion	0	1	0.0	7.42059958445e-05
adm	1	0	8.62738331464e-05	0.0
adminder	0	1	0.0	7.42059958445e-05
administration	2	0	0.000172547666293	0.0
admitted	1	0	8.62738331464e-05	0.0
admixture	0	1	0.0	7.42059958445e-05
adobe	0	12	0.0	0.000890471950134
adobee	0	1	0.0	7.42059958445e-05
adr	1	0	8.62738331464e-05	0.0
adrianbold	0	1	0.0	7.42059958445e-05
ads	0	5	0.0	0.000371029979222
adult	0	2	0.0	0.000148411991689
adv	0	1	0.0	7.42059958445e-05
advance	4	0	0.000345095332586	0.0
advanced	0	1	0.0	7.42059958445e-05
advantage	1	0	8.62738331464e-05	0.0
advantages	0	1	0.0	7.42059958445e-05
advertise	0	2	0.0	0.000148411991689
advertised	0	1	0.0	7.42059958445e-05
advertisement	0	4	0.0	0.000296823983378
advertisements	0	1	0.0	7.42059958445e-05
advertising	0	6	0.0	0.000445235975067
advertisments	0	1	0.0	7.42059958445e-05
advice	1	1	8.62738331464e-05	7.42059958445e-05
advise	2	0	0.000172547666293	0.0
advises	1	0	8.62738331464e-05	0.0
advocates	1	0	8.62738331464e-05	0.0
advs	0	1	0.0	7.42059958445e-05
aec	2	0	0.000172547666293	0.0
aeopublishing	0	19	0.0	0.00140991392104
afeee	0	1	0.0	7.42059958445e-05
aff	0	1	0.0	7.42059958445e-05
affairs	1	0	8.62738331464e-05	0.0
affect	0	1	0.0	7.42059958445e-05
affiliate	0	1	0.0	7.42059958445e-05
affiliates	0	3	0.0	0.000222617987533
afirst	0	1	0.0	7.42059958445e-05
afraid	1	3	8.62738331464e-05	0.000222617987533
africa	0	10	0.0	0.000742059958445
after	3	12	0.000258821499439	0.000890471950134
afternoon	3	1	0.000258821499439	7.42059958445e-05
again	7	4	0.000603916832025	0.000296823983378
against	2	1	0.000172547666293	7.42059958445e-05
age	0	4	0.0	0.000296823983378
agendas	1	0	8.62738331464e-05	0.0
agent	0	1	0.0	7.42059958445e-05
aggressive	0	1	0.0	7.42059958445e-05
aggressively	2	1	0.000172547666293	7.42059958445e-05
agonizing	0	1	0.0	7.42059958445e-05
agouti	0	1	0.0	7.42059958445e-05
agree	1	1	8.62738331464e-05	7.42059958445e-05
agreed	2	0	0.000172547666293	0.0
agreement	12	2	0.00103528599776	0.000148411991689
agreements	3	0	0.000258821499439	0.0
ahead	0	1	0.0	7.42059958445e-05
aid	0	1	0.0	7.42059958445e-05
aids	1	0	8.62738331464e-05	0.0
air	3	3	0.000258821499439	0.000222617987533
airport	2	0	0.000172547666293	0.0
airs	0	1	0.0	7.42059958445e-05
aka	0	1	0.0	7.42059958445e-05
akkabay	0	4	0.0	0.000296823983378
al	0	1	0.0	7.42059958445e-05
albuquerque	2	0	0.000172547666293	0.0
alertness	0	1	0.0	7.42059958445e-05
alex	4	0	0.000345095332586	0.0
alexios	1	0	8.62738331464e-05	0.0
alhaji	0	2	0.0	0.000148411991689
all	32	54	0.00276076266069	0.0040071237756
allay	0	1	0.0	7.42059958445e-05
allen	4	1	0.000345095332586	7.42059958445e-05
alleviates	0	1	0.0	7.42059958445e-05
alli	1	0	8.62738331464e-05	0.0
allocate	1	0	8.62738331464e-05	0.0
allocated	2	0	0.000172547666293	0.0
allocating	2	0	0.000172547666293	0.0
allocation	5	0	0.000431369165732	0.0
allocations	4	0	0.000345095332586	0.0
allow	4	5	0.000345095332586	0.000371029979222
allows	2	1	0.000172547666293	7.42059958445e-05
almost	0	2	0.0	0.000148411991689
alone	0	1	0.0	7.42059958445e-05
along	0	2	0.0	0.000148411991689
alpra	0	1	0.0	7.42059958445e-05
already	8	3	0.000690190665171	0.000222617987533
also	24	21	0.00207057199551	0.00155832591273
alternative	0	1	0.0	7.42059958445e-05
alternatively	0	1	0.0	7.42059958445e-05
although	2	1	0.000172547666293	7.42059958445e-05
altra	1	0	8.62738331464e-05	0.0
alum	0	1	0.0	7.42059958445e-05
always	0	6	0.0	0.000445235975067
am	58	14	0.00500388232249	0.00103888394182
amadol	0	1	0.0	7.42059958445e-05
amazed	0	1	0.0	7.42059958445e-05
amb	0	1	0.0	7.42059958445e-05
ambien	0	1	0.0	7.42059958445e-05
amended	1	0	8.62738331464e-05	0.0
americ	0	2	0.0	0.000148411991689
america	12	1	0.00103528599776	7.42059958445e-05
american	0	2	0.0	0.000148411991689
amex	0	1	0.0	7.42059958445e-05
ami	1	0	8.62738331464e-05	0.0
amiable	0	1	0.0	7.42059958445e-05
amigo	0	1	0.0	7.42059958445e-05
amitava	4	0	0.000345095332586	0.0
among	3	3	0.000258821499439	0.000222617987533
amortize	4	0	0.000345095332586	0.0
amount	1	1	8.62738331464e-05	7.42059958445e-05
amounts	0	1	0.0	7.42059958445e-05
amy	0	2	0.0	0.000148411991689
an	20	41	0.00172547666293	0.00304244582962
anal	0	1	0.0	7.42059958445e-05
analyses	1	0	8.62738331464e-05	0.0
analysis	3	0	0.000258821499439	0.0
analyst	1	1	8.62738331464e-05	7.42059958445e-05
analyze	0	1	0.0	7.42059958445e-05
and	258	277	0.0222586489518	0.0205550608489
andrea	3	0	0.000258821499439	0.0
angelova	4	0	0.000345095332586	0.0
angels	0	2	0.0	0.000148411991689
angrily	0	1	0.0	7.42059958445e-05
anheuser	0	1	0.0	7.42059958445e-05
anita	2	0	0.000172547666293	0.0
annals	0	1	0.0	7.42059958445e-05
announcement	1	4	8.62738331464e-05	0.000296823983378
announcements	2	1	0.000172547666293	7.42059958445e-05
annoy	0	1	0.0	7.42059958445e-05
annoying	1	0	8.62738331464e-05	0.0
annuallouy	0	1	0.0	7.42059958445e-05
anonymise	0	1	0.0	7.42059958445e-05
anonymizer	0	1	0.0	7.42059958445e-05
anonymously	0	1	0.0	7.42059958445e-05
another	6	7	0.000517642998878	0.000519441970911
answer	0	5	0.0	0.000371029979222
answered	0	1	0.0	7.42059958445e-05
answering	0	1	0.0	7.42059958445e-05
answers	0	5	0.0	0.000371029979222
ante	0	1	0.0	7.42059958445e-05
anticipate	1	0	8.62738331464e-05	0.0
antivirus	0	1	0.0	7.42059958445e-05
antoine	1	0	8.62738331464e-05	0.0
any	32	25	0.00276076266069	0.00185514989611
anyare	0	1	0.0	7.42059958445e-05
anyhow	2	0	0.000172547666293	0.0
anyone	2	1	0.000172547666293	7.42059958445e-05
anything	3	7	0.000258821499439	0.000519441970911
anyway	1	1	8.62738331464e-05	7.42059958445e-05
anywhere	0	3	0.0	0.000222617987533
anz	0	2	0.0	0.000148411991689
aol	2	3	0.000172547666293	0.000222617987533
apachi	1	0	8.62738331464e-05	0.0
apart	0	2	0.0	0.000148411991689
apoligize	2	0	0.000172547666293	0.0
apollo	1	0	8.62738331464e-05	0.0
apologies	1	1	8.62738331464e-05	7.42059958445e-05
apologize	2	1	0.000172547666293	7.42059958445e-05
apparently	1	1	8.62738331464e-05	7.42059958445e-05
appeals	0	3	0.0	0.000222617987533
appear	4	1	0.000345095332586	7.42059958445e-05
appearance	1	1	8.62738331464e-05	7.42059958445e-05
appears	2	0	0.000172547666293	0.0
appetite	0	2	0.0	0.000148411991689
application	0	4	0.0	0.000296823983378
applied	5	0	0.000431369165732	0.0
apply	1	3	8.62738331464e-05	0.000222617987533
appreciate	1	0	8.62738331464e-05	0.0
appreciated	0	1	0.0	7.42059958445e-05
appreciation	2	0	0.000172547666293	0.0
approach	1	1	8.62738331464e-05	7.42059958445e-05
appropriate	3	0	0.000258821499439	0.0
approval	0	1	0.0	7.42059958445e-05
approved	1	4	8.62738331464e-05	0.000296823983378
approximately	4	0	0.000345095332586	0.0
aqmd	2	0	0.000172547666293	0.0
aqoj	0	1	0.0	7.42059958445e-05
arbitrage	4	0	0.000345095332586	0.0
architect	0	1	0.0	7.42059958445e-05
archive	0	1	0.0	7.42059958445e-05
arcy	7	0	0.000603916832025	0.0
are	55	84	0.00474506082305	0.00623330365093
area	1	1	8.62738331464e-05	7.42059958445e-05
areas	2	0	0.000172547666293	0.0
aren	0	1	0.0	7.42059958445e-05
argentine	4	0	0.000345095332586	0.0
arizona	1	0	8.62738331464e-05	0.0
ark	0	1	0.0	7.42059958445e-05
arm	1	0	8.62738331464e-05	0.0
armstrong	2	0	0.000172547666293	0.0
around	3	1	0.000258821499439	7.42059958445e-05
arrange	2	2	0.000172547666293	0.000148411991689
arranged	0	1	0.0	7.42059958445e-05
arrangement	2	0	0.000172547666293	0.0
arrangements	0	2	0.0	0.000148411991689
arrest	0	2	0.0	0.000148411991689
arrival	1	0	8.62738331464e-05	0.0
art	0	2	0.0	0.000148411991689
arthur	0	1	0.0	7.42059958445e-05
article	0	3	0.0	0.000222617987533
articles	0	1	0.0	7.42059958445e-05
as	54	39	0.00465878698991	0.00289403383793
ascii	0	1	0.0	7.42059958445e-05
ashburton	0	3	0.0	0.000222617987533
asia	0	1	0.0	7.42059958445e-05
aside	0	2	0.0	0.000148411991689
ask	2	6	0.000172547666293	0.000445235975067
asked	1	1	8.62738331464e-05	7.42059958445e-05
asking	5	3	0.000431369165732	0.000222617987533
asks	0	1	0.0	7.42059958445e-05
aspermont	0	3	0.0	0.000222617987533
assault	0	1	0.0	7.42059958445e-05
assay	0	1	0.0	7.42059958445e-05
assays	0	1	0.0	7.42059958445e-05
assembly	1	0	8.62738331464e-05	0.0
assemblyman	3	0	0.000258821499439	0.0
assets	11	1	0.00094901216461	7.42059958445e-05
assignment	1	0	8.62738331464e-05	0.0
assist	0	3	0.0	0.000222617987533
assistance	2	4	0.000172547666293	0.000296823983378
assistant	2	0	0.000172547666293	0.0
associate	1	0	8.62738331464e-05	0.0
association	1	0	8.62738331464e-05	0.0
assortment	0	1	0.0	7.42059958445e-05
assume	1	0	8.62738331464e-05	0.0
assuming	1	0	8.62738331464e-05	0.0
assumption	1	0	8.62738331464e-05	0.0
