disclosures	64	6.5274018289e-05
missing	64	6.5274018289e-05
day	71	7.24133640393e-05
amt	71	7.24133640393e-05
convenience	75	7.64929901824e-05
checks	75	7.64929901824e-05
credited	92	9.38314012904e-05
payment	92	9.38314012904e-05
amount	98	9.9950840505e-05
apply	118	0.00012034897122
overlimit	127	0.000129528130042
stop	131	0.000133607756185
charges	131	0.000133607756185
applied	139	0.000141767008471
did	139	0.000141767008471
sale	139	0.000141767008471
receive	139	0.000141767008471
acct	163	0.00016624476533
arbitration	168	0.000171344298009
wrong	169	0.000172364204544
bank	202	0.000206021120225
received	216	0.000220299811725
bankruptcy	222	0.00022641925094
advance	240	0.000244777568584
cash	240	0.000244777568584
privacy	240	0.000244777568584
processing	243	0.000247837288191
delay	243	0.000247837288191
available	274	0.0002794543908
promised	274	0.0002794543908
was	274	0.0002794543908
getting	291	0.000296792801908
forbearance	350	0.000356967287518
changes	350	0.000356967287518
workout	350	0.000356967287518
terms	350	0.000356967287518
plans	350	0.000356967287518
money	413	0.000421221399271
issues	538	0.000548709716242
scam	566	0.000577267099243
transfer	597	0.000608884201852
balance	597	0.000608884201852
unsolicited	640	0.00065274018289
issuance	640	0.00065274018289
shopping	672	0.000685377192034
fees	807	0.000823064574362
expect	807	0.000823064574362
dispute	904	0.000921995508332
didn't	925	0.000943413545583
i	925	0.000943413545583
for	929	0.000947493171726
charged	976	0.000995428778907
rewards	1002	0.00102194634884
practices	1003	0.00102296625537
delinquent	1061	0.00108212083445
issue	1098	0.00111985737627
decrease	1149	0.00117187260959
increase	1149	0.00117187260959
payoff	1155	0.00117799204881
marketing	1193	0.00121674849717
advertising	1193	0.00121674849717
statement	1220	0.00124428597363
out	1242	0.00126672391742
relations	1367	0.00139421223439
monitoring	1453	0.00148192419647
use	1477	0.00150640195332
transaction	1485	0.00151456120561
determination	1490	0.00151966073829
service	1518	0.00154821812129
repay	1647	0.00167978606441
line	1732	0.00176647811995
late	1797	0.00183277204477
collection	1907	0.0019449617637
dealing	1944	0.00198269830553
with	1944	0.00198269830553
servicer	1944	0.00198269830553
can't	1999	0.00203879316499
lender	2165	0.00220809764993
using	2422	0.00247021362962
debit	2422	0.00247021362962
atm	2422	0.00247021362962
action	2505	0.00255486587209
illegal	2505	0.00255486587209
an	2505	0.00255486587209
threatening	2505	0.00255486587209
statements	2508	0.0025579255917
representation	2508	0.0025579255917
false	2508	0.0025579255917
customer	2734	0.00278842446878
decision	2774	0.00282922073021
underwriting	2774	0.00282922073021
closing	2795	0.00285063876746
cancelling	2795	0.00285063876746
sharing	2832	0.00288837530929
info	2896	0.00295364932758
contact	3053	0.00311377465369
fee	3198	0.00326166110138
receiving	3226	0.00329021848438
making	3226	0.00329021848438
payments	3226	0.00329021848438
theft	3276	0.00334121381117
embezzlement	3276	0.00334121381117
apr	3431	0.00349929932421
rate	3431	0.00349929932421
a	3503	0.00357273259479
taking	3747	0.00382158978951
pay	3821	0.00389706287316
you	3821	0.00389706287316
are	3821	0.00389706287316
fraud	3842	0.00391848091041
your	3844	0.00392052072348
repaying	3844	0.00392052072348
when	4095	0.00417651726396
protection	4139	0.00422139315153
interest	4238	0.00432236389857
improper	4309	0.00439477726261
costs	4350	0.00443659343058
settlement	4350	0.00443659343058
score	4357	0.00444373277633
get	4357	0.00444373277633
card	4405	0.00449268829005
identity	4729	0.00482313800763
investigation	4858	0.00495470595075
company's	4858	0.00495470595075
managing	5006	0.00510565211804
verification	5214	0.00531779267748
disclosure	5214	0.00531779267748
process	5505	0.00561458547939
low	5663	0.00577573071204
by	5663	0.00577573071204
being	5663	0.00577573071204
funds	5663	0.00577573071204
caused	5663	0.00577573071204
the	6248	0.00637237603546
lease	6337	0.00646314771714
reporting	6559	0.00668956696808
tactics	6920	0.00705775322749
communication	6920	0.00705775322749
disputes	6938	0.00707611154514
other	7886	0.00804298294104
billing	8158	0.00832039751877
unable	8178	0.00834079564949
to	8401	0.00856823480696
application	8868	0.00904453115916
problems	9484	0.0096727935852
withdrawals	10555	0.010765113485
deposits	10555	0.010765113485
my	10731	0.0109446170353
of	10885	0.0111016826418
owed	11848	0.0120838526357
attempts	11848	0.0120838526357
collect	11848	0.0120838526357
cont'd	11848	0.0120838526357
not	12353	0.0125989054363
club	12545	0.0127947274912
health	12545	0.0127947274912
opening	16205	0.0165275854121
and	16448	0.0167754227003
debt	19309	0.0196933752991
account	20681	0.0210926870662
or	22533	0.0229815539704
on	29069	0.0296476630882
information	29069	0.0296476630882
incorrect	29133	0.0297129371064
report	34903	0.0355977978178
servicing	36767	0.0374989036005
credit	55251	0.0563508560076
modification	70487	0.0718901519865
loan	119630	0.122011418874
Total	980482	1
